Source,Target,Type,Pokemon Type 
Lugia,GardevoirMega Gardevoir,Undirected,Psychic
Lugia,Meditite,Undirected,Psychic
Lugia,Medicham,Undirected,Psychic
Lugia,MedichamMega Medicham,Undirected,Psychic
Lugia,Spoink,Undirected,Psychic
Lugia,Grumpig,Undirected,Psychic
Lugia,Lunatone,Undirected,Psychic
Lugia,Solrock,Undirected,Psychic
Lugia,Baltoy,Undirected,Psychic
Lugia,Claydol,Undirected,Psychic
Lugia,Chimecho,Undirected,Psychic
Lugia,Wynaut,Undirected,Psychic
Lugia,Beldum,Undirected,Psychic
Lugia,Metang,Undirected,Psychic
Lugia,Metagross,Undirected,Psychic
Lugia,MetagrossMega Metagross,Undirected,Psychic
Lugia,Latias,Undirected,Psychic
Lugia,LatiasMega Latias,Undirected,Psychic
Lugia,Latios,Undirected,Psychic
Lugia,LatiosMega Latios,Undirected,Psychic
Lugia,Jirachi,Undirected,Psychic
Lugia,DeoxysNormal Forme,Undirected,Psychic
Lugia,DeoxysAttack Forme,Undirected,Psychic
Lugia,DeoxysDefense Forme,Undirected,Psychic
Lugia,DeoxysSpeed Forme,Undirected,Psychic
Lugia,Chingling,Undirected,Psychic
Lugia,Bronzor,Undirected,Psychic
Lugia,Bronzong,Undirected,Psychic
Lugia,Mime Jr.,Undirected,Psychic
Lugia,Gallade,Undirected,Psychic
Lugia,GalladeMega Gallade,Undirected,Psychic
Lugia,Uxie,Undirected,Psychic
Lugia,Mesprit,Undirected,Psychic
Lugia,Azelf,Undirected,Psychic
Lugia,Cresselia,Undirected,Psychic
Lugia,Victini,Undirected,Psychic
Lugia,Munna,Undirected,Psychic
Lugia,Musharna,Undirected,Psychic
Lugia,Woobat,Undirected,Psychic
Lugia,Swoobat,Undirected,Psychic
Lugia,DarmanitanZen Mode,Undirected,Psychic
Lugia,Sigilyph,Undirected,Psychic
Lugia,Gothita,Undirected,Psychic
Lugia,Gothorita,Undirected,Psychic
Lugia,Gothitelle,Undirected,Psychic
Lugia,Solosis,Undirected,Psychic
Lugia,Duosion,Undirected,Psychic
Lugia,Reuniclus,Undirected,Psychic
Lugia,Elgyem,Undirected,Psychic
Lugia,Beheeyem,Undirected,Psychic
Lugia,MeloettaAria Forme,Undirected,Psychic
Lugia,Delphox,Undirected,Psychic
Lugia,Espurr,Undirected,Psychic
Lugia,MeowsticMale,Undirected,Psychic
Lugia,MeowsticFemale,Undirected,Psychic
Lugia,Inkay,Undirected,Psychic
Lugia,Malamar,Undirected,Psychic
Lugia,HoopaHoopa Confined,Undirected,Psychic
Lugia,HoopaHoopa Unbound,Undirected,Psychic
Celebi,Ralts,Undirected,Psychic
Celebi,Kirlia,Undirected,Psychic
Celebi,Gardevoir,Undirected,Psychic
Celebi,GardevoirMega Gardevoir,Undirected,Psychic
Celebi,Meditite,Undirected,Psychic
Celebi,Medicham,Undirected,Psychic
Celebi,MedichamMega Medicham,Undirected,Psychic
Celebi,Spoink,Undirected,Psychic
Celebi,Grumpig,Undirected,Psychic
Celebi,Lunatone,Undirected,Psychic
Celebi,Solrock,Undirected,Psychic
Celebi,Baltoy,Undirected,Psychic
Celebi,Claydol,Undirected,Psychic
Celebi,Chimecho,Undirected,Psychic
Celebi,Wynaut,Undirected,Psychic
Celebi,Beldum,Undirected,Psychic
Celebi,Metang,Undirected,Psychic
Celebi,Metagross,Undirected,Psychic
Celebi,MetagrossMega Metagross,Undirected,Psychic
Celebi,Latias,Undirected,Psychic
Celebi,LatiasMega Latias,Undirected,Psychic
Celebi,Latios,Undirected,Psychic
Celebi,LatiosMega Latios,Undirected,Psychic
Celebi,Jirachi,Undirected,Psychic
Celebi,DeoxysNormal Forme,Undirected,Psychic
Celebi,DeoxysAttack Forme,Undirected,Psychic
Celebi,DeoxysDefense Forme,Undirected,Psychic
Celebi,DeoxysSpeed Forme,Undirected,Psychic
Celebi,Chingling,Undirected,Psychic
Celebi,Bronzor,Undirected,Psychic
Celebi,Bronzong,Undirected,Psychic
Celebi,Mime Jr.,Undirected,Psychic
Celebi,Gallade,Undirected,Psychic
Celebi,GalladeMega Gallade,Undirected,Psychic
Celebi,Uxie,Undirected,Psychic
Celebi,Mesprit,Undirected,Psychic
Celebi,Azelf,Undirected,Psychic
Celebi,Cresselia,Undirected,Psychic
Celebi,Victini,Undirected,Psychic
Celebi,Munna,Undirected,Psychic
Celebi,Musharna,Undirected,Psychic
Celebi,Woobat,Undirected,Psychic
Celebi,Swoobat,Undirected,Psychic
Celebi,DarmanitanZen Mode,Undirected,Psychic
Celebi,Sigilyph,Undirected,Psychic
Celebi,Gothita,Undirected,Psychic
Celebi,Gothorita,Undirected,Psychic
Celebi,Gothitelle,Undirected,Psychic
Celebi,Solosis,Undirected,Psychic
Celebi,Duosion,Undirected,Psychic
Celebi,Reuniclus,Undirected,Psychic
Celebi,Elgyem,Undirected,Psychic
Celebi,Beheeyem,Undirected,Psychic
Celebi,MeloettaAria Forme,Undirected,Psychic
Celebi,Delphox,Undirected,Psychic
Celebi,Espurr,Undirected,Psychic
Celebi,MeowsticMale,Undirected,Psychic
Celebi,MeowsticFemale,Undirected,Psychic
Celebi,Inkay,Undirected,Psychic
Celebi,Malamar,Undirected,Psychic
Celebi,HoopaHoopa Confined,Undirected,Psychic
Celebi,HoopaHoopa Unbound,Undirected,Psychic
Ralts,Kirlia,Undirected,Psychic
Ralts,Gardevoir,Undirected,Psychic
Ralts,GardevoirMega Gardevoir,Undirected,Psychic
Ralts,Meditite,Undirected,Psychic
Ralts,Medicham,Undirected,Psychic
Ralts,MedichamMega Medicham,Undirected,Psychic
Ralts,Spoink,Undirected,Psychic
Ralts,Grumpig,Undirected,Psychic
Ralts,Lunatone,Undirected,Psychic
Ralts,Solrock,Undirected,Psychic
Ralts,Baltoy,Undirected,Psychic
Ralts,Claydol,Undirected,Psychic
Ralts,Chimecho,Undirected,Psychic
Ralts,Wynaut,Undirected,Psychic
Ralts,Beldum,Undirected,Psychic
Ralts,Metang,Undirected,Psychic
Ralts,Metagross,Undirected,Psychic
Ralts,MetagrossMega Metagross,Undirected,Psychic
Ralts,Latias,Undirected,Psychic
Ralts,LatiasMega Latias,Undirected,Psychic
Ralts,Latios,Undirected,Psychic
Ralts,LatiosMega Latios,Undirected,Psychic
Ralts,Jirachi,Undirected,Psychic
Ralts,DeoxysNormal Forme,Undirected,Psychic
Ralts,DeoxysAttack Forme,Undirected,Psychic
Ralts,DeoxysDefense Forme,Undirected,Psychic
Ralts,DeoxysSpeed Forme,Undirected,Psychic
Ralts,Chingling,Undirected,Psychic
Ralts,Bronzor,Undirected,Psychic
Ralts,Bronzong,Undirected,Psychic
Ralts,Mime Jr.,Undirected,Psychic
Ralts,Gallade,Undirected,Psychic
Ralts,GalladeMega Gallade,Undirected,Psychic
Ralts,Uxie,Undirected,Psychic
Ralts,Mesprit,Undirected,Psychic
Ralts,Azelf,Undirected,Psychic
Ralts,Cresselia,Undirected,Psychic
Ralts,Victini,Undirected,Psychic
Ralts,Munna,Undirected,Psychic
Ralts,Musharna,Undirected,Psychic
Ralts,Woobat,Undirected,Psychic
Ralts,Swoobat,Undirected,Psychic
Ralts,DarmanitanZen Mode,Undirected,Psychic
Ralts,Sigilyph,Undirected,Psychic
Ralts,Gothita,Undirected,Psychic
Ralts,Gothorita,Undirected,Psychic
Ralts,Gothitelle,Undirected,Psychic
Ralts,Solosis,Undirected,Psychic
Ralts,Duosion,Undirected,Psychic
Ralts,Reuniclus,Undirected,Psychic
Ralts,Elgyem,Undirected,Psychic
Ralts,Beheeyem,Undirected,Psychic
Ralts,MeloettaAria Forme,Undirected,Psychic
Ralts,Delphox,Undirected,Psychic
Ralts,Espurr,Undirected,Psychic
Ralts,MeowsticMale,Undirected,Psychic
Ralts,MeowsticFemale,Undirected,Psychic
Ralts,Inkay,Undirected,Psychic
Ralts,Malamar,Undirected,Psychic
Ralts,HoopaHoopa Confined,Undirected,Psychic
Ralts,HoopaHoopa Unbound,Undirected,Psychic
Kirlia,Gardevoir,Undirected,Psychic
Kirlia,GardevoirMega Gardevoir,Undirected,Psychic
Kirlia,Meditite,Undirected,Psychic
Kirlia,Medicham,Undirected,Psychic
Kirlia,MedichamMega Medicham,Undirected,Psychic
Kirlia,Spoink,Undirected,Psychic
Kirlia,Grumpig,Undirected,Psychic
Kirlia,Lunatone,Undirected,Psychic
Kirlia,Solrock,Undirected,Psychic
Kirlia,Baltoy,Undirected,Psychic
Kirlia,Claydol,Undirected,Psychic
Kirlia,Chimecho,Undirected,Psychic
Kirlia,Wynaut,Undirected,Psychic
Kirlia,Beldum,Undirected,Psychic
Kirlia,Metang,Undirected,Psychic
Kirlia,Metagross,Undirected,Psychic
Kirlia,MetagrossMega Metagross,Undirected,Psychic
Kirlia,Latias,Undirected,Psychic
Kirlia,LatiasMega Latias,Undirected,Psychic
Kirlia,Latios,Undirected,Psychic
Kirlia,LatiosMega Latios,Undirected,Psychic
Kirlia,Jirachi,Undirected,Psychic
Kirlia,DeoxysNormal Forme,Undirected,Psychic
Kirlia,DeoxysAttack Forme,Undirected,Psychic
Kirlia,DeoxysDefense Forme,Undirected,Psychic
Kirlia,DeoxysSpeed Forme,Undirected,Psychic
Kirlia,Chingling,Undirected,Psychic
Kirlia,Bronzor,Undirected,Psychic
Kirlia,Bronzong,Undirected,Psychic
Kirlia,Mime Jr.,Undirected,Psychic
Kirlia,Gallade,Undirected,Psychic
Kirlia,GalladeMega Gallade,Undirected,Psychic
Kirlia,Uxie,Undirected,Psychic
Kirlia,Mesprit,Undirected,Psychic
Kirlia,Azelf,Undirected,Psychic
Kirlia,Cresselia,Undirected,Psychic
Kirlia,Victini,Undirected,Psychic
Kirlia,Munna,Undirected,Psychic
Kirlia,Musharna,Undirected,Psychic
Kirlia,Woobat,Undirected,Psychic
Kirlia,Swoobat,Undirected,Psychic
Kirlia,DarmanitanZen Mode,Undirected,Psychic
Kirlia,Sigilyph,Undirected,Psychic
Kirlia,Gothita,Undirected,Psychic
Kirlia,Gothorita,Undirected,Psychic
Kirlia,Gothitelle,Undirected,Psychic
Kirlia,Solosis,Undirected,Psychic
Kirlia,Duosion,Undirected,Psychic
Kirlia,Reuniclus,Undirected,Psychic
Kirlia,Elgyem,Undirected,Psychic
Kirlia,Beheeyem,Undirected,Psychic
Kirlia,MeloettaAria Forme,Undirected,Psychic
Kirlia,Delphox,Undirected,Psychic
Kirlia,Espurr,Undirected,Psychic
Kirlia,MeowsticMale,Undirected,Psychic
Kirlia,MeowsticFemale,Undirected,Psychic
Kirlia,Inkay,Undirected,Psychic
Kirlia,Malamar,Undirected,Psychic
Kirlia,HoopaHoopa Confined,Undirected,Psychic
Kirlia,HoopaHoopa Unbound,Undirected,Psychic
Gardevoir,GardevoirMega Gardevoir,Undirected,Psychic
Gardevoir,Meditite,Undirected,Psychic
Gardevoir,Medicham,Undirected,Psychic
Gardevoir,MedichamMega Medicham,Undirected,Psychic
Gardevoir,Spoink,Undirected,Psychic
Gardevoir,Grumpig,Undirected,Psychic
Gardevoir,Lunatone,Undirected,Psychic
Gardevoir,Solrock,Undirected,Psychic
Gardevoir,Baltoy,Undirected,Psychic
Gardevoir,Claydol,Undirected,Psychic
Gardevoir,Chimecho,Undirected,Psychic
Gardevoir,Wynaut,Undirected,Psychic
Gardevoir,Beldum,Undirected,Psychic
Gardevoir,Metang,Undirected,Psychic
Gardevoir,Metagross,Undirected,Psychic
Gardevoir,MetagrossMega Metagross,Undirected,Psychic
Gardevoir,Latias,Undirected,Psychic
Gardevoir,LatiasMega Latias,Undirected,Psychic
Gardevoir,Latios,Undirected,Psychic
Gardevoir,LatiosMega Latios,Undirected,Psychic
Gardevoir,Jirachi,Undirected,Psychic
Gardevoir,DeoxysNormal Forme,Undirected,Psychic
Gardevoir,DeoxysAttack Forme,Undirected,Psychic
Gardevoir,DeoxysDefense Forme,Undirected,Psychic
Gardevoir,DeoxysSpeed Forme,Undirected,Psychic
Gardevoir,Chingling,Undirected,Psychic
Gardevoir,Bronzor,Undirected,Psychic
Gardevoir,Bronzong,Undirected,Psychic
Gardevoir,Mime Jr.,Undirected,Psychic
Gardevoir,Gallade,Undirected,Psychic
Gardevoir,GalladeMega Gallade,Undirected,Psychic
Gardevoir,Uxie,Undirected,Psychic
Gardevoir,Mesprit,Undirected,Psychic
Gardevoir,Azelf,Undirected,Psychic
Gardevoir,Cresselia,Undirected,Psychic
Gardevoir,Victini,Undirected,Psychic
Gardevoir,Munna,Undirected,Psychic
Gardevoir,Musharna,Undirected,Psychic
Gardevoir,Woobat,Undirected,Psychic
Gardevoir,Swoobat,Undirected,Psychic
Gardevoir,DarmanitanZen Mode,Undirected,Psychic
Gardevoir,Sigilyph,Undirected,Psychic
Gardevoir,Gothita,Undirected,Psychic
Gardevoir,Gothorita,Undirected,Psychic
Gardevoir,Gothitelle,Undirected,Psychic
Gardevoir,Solosis,Undirected,Psychic
Gardevoir,Duosion,Undirected,Psychic
Gardevoir,Reuniclus,Undirected,Psychic
Gardevoir,Elgyem,Undirected,Psychic
Gardevoir,Beheeyem,Undirected,Psychic
Gardevoir,MeloettaAria Forme,Undirected,Psychic
Gardevoir,Delphox,Undirected,Psychic
Gardevoir,Espurr,Undirected,Psychic
Gardevoir,MeowsticMale,Undirected,Psychic
Gardevoir,MeowsticFemale,Undirected,Psychic
Gardevoir,Inkay,Undirected,Psychic
Gardevoir,Malamar,Undirected,Psychic
Gardevoir,HoopaHoopa Confined,Undirected,Psychic
Gardevoir,HoopaHoopa Unbound,Undirected,Psychic
GardevoirMega Gardevoir,Meditite,Undirected,Psychic
GardevoirMega Gardevoir,Medicham,Undirected,Psychic
GardevoirMega Gardevoir,MedichamMega Medicham,Undirected,Psychic
GardevoirMega Gardevoir,Spoink,Undirected,Psychic
GardevoirMega Gardevoir,Grumpig,Undirected,Psychic
GardevoirMega Gardevoir,Lunatone,Undirected,Psychic
GardevoirMega Gardevoir,Solrock,Undirected,Psychic
GardevoirMega Gardevoir,Baltoy,Undirected,Psychic
GardevoirMega Gardevoir,Claydol,Undirected,Psychic
GardevoirMega Gardevoir,Chimecho,Undirected,Psychic
GardevoirMega Gardevoir,Wynaut,Undirected,Psychic
GardevoirMega Gardevoir,Beldum,Undirected,Psychic
GardevoirMega Gardevoir,Metang,Undirected,Psychic
GardevoirMega Gardevoir,Metagross,Undirected,Psychic
GardevoirMega Gardevoir,MetagrossMega Metagross,Undirected,Psychic
GardevoirMega Gardevoir,Latias,Undirected,Psychic
GardevoirMega Gardevoir,LatiasMega Latias,Undirected,Psychic
GardevoirMega Gardevoir,Latios,Undirected,Psychic
GardevoirMega Gardevoir,LatiosMega Latios,Undirected,Psychic
GardevoirMega Gardevoir,Jirachi,Undirected,Psychic
GardevoirMega Gardevoir,DeoxysNormal Forme,Undirected,Psychic
GardevoirMega Gardevoir,DeoxysAttack Forme,Undirected,Psychic
GardevoirMega Gardevoir,DeoxysDefense Forme,Undirected,Psychic
GardevoirMega Gardevoir,DeoxysSpeed Forme,Undirected,Psychic
GardevoirMega Gardevoir,Chingling,Undirected,Psychic
GardevoirMega Gardevoir,Bronzor,Undirected,Psychic
GardevoirMega Gardevoir,Bronzong,Undirected,Psychic
GardevoirMega Gardevoir,Mime Jr.,Undirected,Psychic
GardevoirMega Gardevoir,Gallade,Undirected,Psychic
GardevoirMega Gardevoir,GalladeMega Gallade,Undirected,Psychic
GardevoirMega Gardevoir,Uxie,Undirected,Psychic
GardevoirMega Gardevoir,Mesprit,Undirected,Psychic
GardevoirMega Gardevoir,Azelf,Undirected,Psychic
GardevoirMega Gardevoir,Cresselia,Undirected,Psychic
GardevoirMega Gardevoir,Victini,Undirected,Psychic
GardevoirMega Gardevoir,Munna,Undirected,Psychic
GardevoirMega Gardevoir,Musharna,Undirected,Psychic
GardevoirMega Gardevoir,Woobat,Undirected,Psychic
GardevoirMega Gardevoir,Swoobat,Undirected,Psychic
GardevoirMega Gardevoir,DarmanitanZen Mode,Undirected,Psychic
GardevoirMega Gardevoir,Sigilyph,Undirected,Psychic
GardevoirMega Gardevoir,Gothita,Undirected,Psychic
GardevoirMega Gardevoir,Gothorita,Undirected,Psychic
GardevoirMega Gardevoir,Gothitelle,Undirected,Psychic
GardevoirMega Gardevoir,Solosis,Undirected,Psychic
GardevoirMega Gardevoir,Duosion,Undirected,Psychic
GardevoirMega Gardevoir,Reuniclus,Undirected,Psychic
GardevoirMega Gardevoir,Elgyem,Undirected,Psychic
GardevoirMega Gardevoir,Beheeyem,Undirected,Psychic
GardevoirMega Gardevoir,MeloettaAria Forme,Undirected,Psychic
GardevoirMega Gardevoir,Delphox,Undirected,Psychic
GardevoirMega Gardevoir,Espurr,Undirected,Psychic
GardevoirMega Gardevoir,MeowsticMale,Undirected,Psychic
GardevoirMega Gardevoir,MeowsticFemale,Undirected,Psychic
GardevoirMega Gardevoir,Inkay,Undirected,Psychic
GardevoirMega Gardevoir,Malamar,Undirected,Psychic
GardevoirMega Gardevoir,HoopaHoopa Confined,Undirected,Psychic
GardevoirMega Gardevoir,HoopaHoopa Unbound,Undirected,Psychic
Meditite,Medicham,Undirected,Psychic
Meditite,MedichamMega Medicham,Undirected,Psychic
Meditite,Spoink,Undirected,Psychic
Meditite,Grumpig,Undirected,Psychic
Meditite,Lunatone,Undirected,Psychic
Meditite,Solrock,Undirected,Psychic
Meditite,Baltoy,Undirected,Psychic
Meditite,Claydol,Undirected,Psychic
Meditite,Chimecho,Undirected,Psychic
Meditite,Wynaut,Undirected,Psychic
Meditite,Beldum,Undirected,Psychic
Meditite,Metang,Undirected,Psychic
Meditite,Metagross,Undirected,Psychic
Meditite,MetagrossMega Metagross,Undirected,Psychic
Meditite,Latias,Undirected,Psychic
Meditite,LatiasMega Latias,Undirected,Psychic
Meditite,Latios,Undirected,Psychic
Meditite,LatiosMega Latios,Undirected,Psychic
Meditite,Jirachi,Undirected,Psychic
Meditite,DeoxysNormal Forme,Undirected,Psychic
Meditite,DeoxysAttack Forme,Undirected,Psychic
Meditite,DeoxysDefense Forme,Undirected,Psychic
Meditite,DeoxysSpeed Forme,Undirected,Psychic
Meditite,Chingling,Undirected,Psychic
Meditite,Bronzor,Undirected,Psychic
Meditite,Bronzong,Undirected,Psychic
Meditite,Mime Jr.,Undirected,Psychic
Meditite,Gallade,Undirected,Psychic
Meditite,GalladeMega Gallade,Undirected,Psychic
Meditite,Uxie,Undirected,Psychic
Meditite,Mesprit,Undirected,Psychic
Meditite,Azelf,Undirected,Psychic
Meditite,Cresselia,Undirected,Psychic
Meditite,Victini,Undirected,Psychic
Meditite,Munna,Undirected,Psychic
Meditite,Musharna,Undirected,Psychic
Meditite,Woobat,Undirected,Psychic
Meditite,Swoobat,Undirected,Psychic
Meditite,DarmanitanZen Mode,Undirected,Psychic
Meditite,Sigilyph,Undirected,Psychic
Meditite,Gothita,Undirected,Psychic
Meditite,Gothorita,Undirected,Psychic
Meditite,Gothitelle,Undirected,Psychic
Meditite,Solosis,Undirected,Psychic
Meditite,Duosion,Undirected,Psychic
Meditite,Reuniclus,Undirected,Psychic
Meditite,Elgyem,Undirected,Psychic
Meditite,Beheeyem,Undirected,Psychic
Meditite,MeloettaAria Forme,Undirected,Psychic
Meditite,Delphox,Undirected,Psychic
Meditite,Espurr,Undirected,Psychic
Meditite,MeowsticMale,Undirected,Psychic
Meditite,MeowsticFemale,Undirected,Psychic
Meditite,Inkay,Undirected,Psychic
Meditite,Malamar,Undirected,Psychic
Meditite,HoopaHoopa Confined,Undirected,Psychic
Meditite,HoopaHoopa Unbound,Undirected,Psychic
Medicham,MedichamMega Medicham,Undirected,Psychic
Medicham,Spoink,Undirected,Psychic
Medicham,Grumpig,Undirected,Psychic
Medicham,Lunatone,Undirected,Psychic
Medicham,Solrock,Undirected,Psychic
Medicham,Baltoy,Undirected,Psychic
Medicham,Claydol,Undirected,Psychic
Medicham,Chimecho,Undirected,Psychic
Medicham,Wynaut,Undirected,Psychic
Medicham,Beldum,Undirected,Psychic
Medicham,Metang,Undirected,Psychic
Medicham,Metagross,Undirected,Psychic
Medicham,MetagrossMega Metagross,Undirected,Psychic
Medicham,Latias,Undirected,Psychic
Medicham,LatiasMega Latias,Undirected,Psychic
Medicham,Latios,Undirected,Psychic
Medicham,LatiosMega Latios,Undirected,Psychic
Medicham,Jirachi,Undirected,Psychic
Medicham,DeoxysNormal Forme,Undirected,Psychic
Medicham,DeoxysAttack Forme,Undirected,Psychic
Medicham,DeoxysDefense Forme,Undirected,Psychic
Medicham,DeoxysSpeed Forme,Undirected,Psychic
Medicham,Chingling,Undirected,Psychic
Medicham,Bronzor,Undirected,Psychic
Medicham,Bronzong,Undirected,Psychic
Medicham,Mime Jr.,Undirected,Psychic
Medicham,Gallade,Undirected,Psychic
Medicham,GalladeMega Gallade,Undirected,Psychic
Medicham,Uxie,Undirected,Psychic
Medicham,Mesprit,Undirected,Psychic
Medicham,Azelf,Undirected,Psychic
Medicham,Cresselia,Undirected,Psychic
Medicham,Victini,Undirected,Psychic
Medicham,Munna,Undirected,Psychic
Medicham,Musharna,Undirected,Psychic
Medicham,Woobat,Undirected,Psychic
Medicham,Swoobat,Undirected,Psychic
Medicham,DarmanitanZen Mode,Undirected,Psychic
Medicham,Sigilyph,Undirected,Psychic
Medicham,Gothita,Undirected,Psychic
Medicham,Gothorita,Undirected,Psychic
Medicham,Gothitelle,Undirected,Psychic
Medicham,Solosis,Undirected,Psychic
Medicham,Duosion,Undirected,Psychic
Medicham,Reuniclus,Undirected,Psychic
Medicham,Elgyem,Undirected,Psychic
Medicham,Beheeyem,Undirected,Psychic
Medicham,MeloettaAria Forme,Undirected,Psychic
Medicham,Delphox,Undirected,Psychic
Medicham,Espurr,Undirected,Psychic
Medicham,MeowsticMale,Undirected,Psychic
Medicham,MeowsticFemale,Undirected,Psychic
Medicham,Inkay,Undirected,Psychic
Medicham,Malamar,Undirected,Psychic
Medicham,HoopaHoopa Confined,Undirected,Psychic
Medicham,HoopaHoopa Unbound,Undirected,Psychic
MedichamMega Medicham,Spoink,Undirected,Psychic
MedichamMega Medicham,Grumpig,Undirected,Psychic
MedichamMega Medicham,Lunatone,Undirected,Psychic
MedichamMega Medicham,Solrock,Undirected,Psychic
MedichamMega Medicham,Baltoy,Undirected,Psychic
MedichamMega Medicham,Claydol,Undirected,Psychic
MedichamMega Medicham,Chimecho,Undirected,Psychic
MedichamMega Medicham,Wynaut,Undirected,Psychic
MedichamMega Medicham,Beldum,Undirected,Psychic
MedichamMega Medicham,Metang,Undirected,Psychic
MedichamMega Medicham,Metagross,Undirected,Psychic
MedichamMega Medicham,MetagrossMega Metagross,Undirected,Psychic
MedichamMega Medicham,Latias,Undirected,Psychic
MedichamMega Medicham,LatiasMega Latias,Undirected,Psychic
MedichamMega Medicham,Latios,Undirected,Psychic
MedichamMega Medicham,LatiosMega Latios,Undirected,Psychic
MedichamMega Medicham,Jirachi,Undirected,Psychic
MedichamMega Medicham,DeoxysNormal Forme,Undirected,Psychic
MedichamMega Medicham,DeoxysAttack Forme,Undirected,Psychic
MedichamMega Medicham,DeoxysDefense Forme,Undirected,Psychic
MedichamMega Medicham,DeoxysSpeed Forme,Undirected,Psychic
MedichamMega Medicham,Chingling,Undirected,Psychic
MedichamMega Medicham,Bronzor,Undirected,Psychic
MedichamMega Medicham,Bronzong,Undirected,Psychic
MedichamMega Medicham,Mime Jr.,Undirected,Psychic
MedichamMega Medicham,Gallade,Undirected,Psychic
MedichamMega Medicham,GalladeMega Gallade,Undirected,Psychic
MedichamMega Medicham,Uxie,Undirected,Psychic
MedichamMega Medicham,Mesprit,Undirected,Psychic
MedichamMega Medicham,Azelf,Undirected,Psychic
MedichamMega Medicham,Cresselia,Undirected,Psychic
MedichamMega Medicham,Victini,Undirected,Psychic
MedichamMega Medicham,Munna,Undirected,Psychic
MedichamMega Medicham,Musharna,Undirected,Psychic
MedichamMega Medicham,Woobat,Undirected,Psychic
MedichamMega Medicham,Swoobat,Undirected,Psychic
MedichamMega Medicham,DarmanitanZen Mode,Undirected,Psychic
MedichamMega Medicham,Sigilyph,Undirected,Psychic
MedichamMega Medicham,Gothita,Undirected,Psychic
MedichamMega Medicham,Gothorita,Undirected,Psychic
MedichamMega Medicham,Gothitelle,Undirected,Psychic
MedichamMega Medicham,Solosis,Undirected,Psychic
MedichamMega Medicham,Duosion,Undirected,Psychic
MedichamMega Medicham,Reuniclus,Undirected,Psychic
MedichamMega Medicham,Elgyem,Undirected,Psychic
MedichamMega Medicham,Beheeyem,Undirected,Psychic
MedichamMega Medicham,MeloettaAria Forme,Undirected,Psychic
MedichamMega Medicham,Delphox,Undirected,Psychic
MedichamMega Medicham,Espurr,Undirected,Psychic
MedichamMega Medicham,MeowsticMale,Undirected,Psychic
MedichamMega Medicham,MeowsticFemale,Undirected,Psychic
MedichamMega Medicham,Inkay,Undirected,Psychic
MedichamMega Medicham,Malamar,Undirected,Psychic
MedichamMega Medicham,HoopaHoopa Confined,Undirected,Psychic
MedichamMega Medicham,HoopaHoopa Unbound,Undirected,Psychic
Spoink,Grumpig,Undirected,Psychic
Spoink,Lunatone,Undirected,Psychic
Spoink,Solrock,Undirected,Psychic
Spoink,Baltoy,Undirected,Psychic
Spoink,Claydol,Undirected,Psychic
Spoink,Chimecho,Undirected,Psychic
Spoink,Wynaut,Undirected,Psychic
Spoink,Beldum,Undirected,Psychic
Spoink,Metang,Undirected,Psychic
Spoink,Metagross,Undirected,Psychic
Spoink,MetagrossMega Metagross,Undirected,Psychic
Spoink,Latias,Undirected,Psychic
Spoink,LatiasMega Latias,Undirected,Psychic
Spoink,Latios,Undirected,Psychic
Spoink,LatiosMega Latios,Undirected,Psychic
Spoink,Jirachi,Undirected,Psychic
Spoink,DeoxysNormal Forme,Undirected,Psychic
Spoink,DeoxysAttack Forme,Undirected,Psychic
Spoink,DeoxysDefense Forme,Undirected,Psychic
Spoink,DeoxysSpeed Forme,Undirected,Psychic
Spoink,Chingling,Undirected,Psychic
Spoink,Bronzor,Undirected,Psychic
Spoink,Bronzong,Undirected,Psychic
Spoink,Mime Jr.,Undirected,Psychic
Spoink,Gallade,Undirected,Psychic
Spoink,GalladeMega Gallade,Undirected,Psychic
Spoink,Uxie,Undirected,Psychic
Spoink,Mesprit,Undirected,Psychic
Spoink,Azelf,Undirected,Psychic
Spoink,Cresselia,Undirected,Psychic
Spoink,Victini,Undirected,Psychic
Spoink,Munna,Undirected,Psychic
Spoink,Musharna,Undirected,Psychic
Spoink,Woobat,Undirected,Psychic
Spoink,Swoobat,Undirected,Psychic
Spoink,DarmanitanZen Mode,Undirected,Psychic
Spoink,Sigilyph,Undirected,Psychic
Spoink,Gothita,Undirected,Psychic
Spoink,Gothorita,Undirected,Psychic
Spoink,Gothitelle,Undirected,Psychic
Spoink,Solosis,Undirected,Psychic
Spoink,Duosion,Undirected,Psychic
Spoink,Reuniclus,Undirected,Psychic
Spoink,Elgyem,Undirected,Psychic
Spoink,Beheeyem,Undirected,Psychic
Spoink,MeloettaAria Forme,Undirected,Psychic
Spoink,Delphox,Undirected,Psychic
Spoink,Espurr,Undirected,Psychic
Spoink,MeowsticMale,Undirected,Psychic
Spoink,MeowsticFemale,Undirected,Psychic
Spoink,Inkay,Undirected,Psychic
Spoink,Malamar,Undirected,Psychic
Spoink,HoopaHoopa Confined,Undirected,Psychic
Spoink,HoopaHoopa Unbound,Undirected,Psychic
Grumpig,Lunatone,Undirected,Psychic
Grumpig,Solrock,Undirected,Psychic
Grumpig,Baltoy,Undirected,Psychic
Grumpig,Claydol,Undirected,Psychic
Grumpig,Chimecho,Undirected,Psychic
Grumpig,Wynaut,Undirected,Psychic
Grumpig,Beldum,Undirected,Psychic
Grumpig,Metang,Undirected,Psychic
